Real_Estate_Type,Location,Price,Down_Payment,Currency,Bedrooms_Number,Bathrooms_Number,Area,Description
Apartment,"Madinaty, Cairo","9,500,000",None,EGP,3,3,167 Sq. M.,Apartment 167 m for sale in Madinaty B10
Apartment,"District 5 Compound, 5th Settlement, New Cairo, Cairo","17,800,000","Down payment: EGP 8,900,000",EGP,3,4,188 Sq. M.,"Apartment 188 m for sale Very Special View in Compound District 5 ,New Cairo"
Apartment,"Valore Sheraton, Sheraton, Cairo","6,400,000","Down payment: EGP 640,000",EGP,1,1,69 Sq. M.,Apartment for sale ready to move fully finished
Apartment,"El Fostat, Cairo","5,000,000",None,EGP,3,2,150 Sq. M.,Apartment For Sale Ready To Move & Fully Finished In EL-Fustat
Apartment,"El Fostat, Cairo","4,000,000",None,EGP,2,2,125 Sq. M.,Apartment For Sale Ready To Move & Fully Finished In EL-Fustat
Apartment,"El Banafseg 1, 1st Settlement, New Cairo, Cairo","5,000,000",None,EGP,3,1,137 Sq. M.,Fully finished delivered Apartment 3 Bedrooms  1 Bathroom  Typical floor2 in Banafseg New Cairo
Apartment,"Madinaty, Cairo","5,700,000","Down payment: EGP 4,500,000",EGP,3,2,107 Sq. M.,"A very special opportunity, an apartment for sale with payment facilities over 13 years in Madinaty, 107 meters in B12, reservation in 2020, with services MADINATY."
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","16,500,000",None,EGP,4,3,275 Sq. M.,"Apartment for sale 275 m Hyde Park Mountain View Compound, Cairo, with a swimming pool view"
Apartment,"Al Narges, 5th Settlement, New Cairo, Cairo","7,800,000",None,EGP,3,2,185 Sq. M.,"185 sqm apartment on the first floor, super lux finished with furniture and air conditioning in Al-Narges villas, distinctive location and an even better price."
Apartment,"The Square Compound, 5th Settlement, New Cairo, Cairo","13,000,000",None,EGP,4,3,210 Sq. M.,Apartment Open View on Garden with High Finished in The Square
Apartment,"Lake view Residence Compound, 5th Settlement, New Cairo, Cairo","13,300,000",None,EGP,2,2,122 Sq. M.,Under market price Lake view Fully finished  Ground apartment  with garden 2 Bedrooms  2 Bathrooms
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","9,700,000",None,EGP,3,3,164 Sq. M.,"164 m² with a garden, fully finished, at a discounted price * Ready for viewing *"
Apartment,"Capital Gardens, New Capital City, Cairo","3,700,000","Down payment: EGP 1,400,000",EGP,3,2,171 Sq. M.,For sale in capital gardens
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","15,450,000",0% Down Payment,EGP,2,2,156 Sq. M.,"Apartment for sale in Mivida Avenue – 156 sqm, fully finished and elegantly furnished"
Apartment,"Madinaty, Cairo","6,100,000",None,EGP,3,2,135 Sq. M.,"Temporary opportunity for a 135 sqm apartment for sale in Madinaty B3, super lux next to the club and services, distinctive fourth floor, sea view."
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","35,500,000",None,EGP,4,4,218 Sq. M.,"Apartment for sale, prime location"
Apartment,"Stone Residence Compound, Katameya, Cairo","6,000,000",None,EGP,3,2,140 Sq. M.,"Apartment for sale, Fully finished super lux 140 m"
Apartment,"Andalus, New Cairo, Cairo","3,726,000",None,EGP,3,3,180 Sq. M.,Apartment for sale ready to move prime location in Andalus New Cairo
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","11,550,000","Down payment: EGP 10,550,000",EGP,3,3,140 Sq. M.,"apartment for sale in Mountain View iCity, fully finished, below market price, ground floor with garden"
Apartment,"The Square Compound, 5th Settlement, New Cairo, Cairo","7,700,000",None,EGP,4,3,210 Sq. M.,Apartment - Delivered - overlooking landscape - prime location - in The Square compound
Apartment,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo","10,800,000",None,EGP,2,1,140 Sq. M.,"Apartment for sale, fully finished with air conditioners, landscape view, in 90 Avenue, Fifth Settlement, with a down payment of 1,400,000"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","9,100,000","Down payment: EGP 3,640,000",EGP,3,2,171 Sq. M.,"3 million, receive a finished apartment in the Fifth Settlement in The Address East Compound"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","9,900,000","Down payment: EGP 3,960,000",EGP,3,3,160 Sq. M.,READY to move apartment fully finished view swimming pool
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,700,000","Down payment: EGP 3,080,000",EGP,3,2,145 Sq. M.,"Immediate receipts, finished, for sale in installments, near the American University"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","8,851,000","Down payment: EGP 3,540,400",EGP,3,2,167 Sq. M.,"Immediate receipts, finished, limited, for sale in installments in the heart of the Fifth Settlement, The Address East project"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,420,000","Down payment: EGP 2,968,000",EGP,3,2,140 Sq. M.,"Apartment for immediate delivery, fully finished - The Address Compound - Fifth Settlement"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,500,000","Down payment: EGP 3,000,000",EGP,2,2,121 Sq. M.,Receive immediately a fully finished apartment with a 40% down payment in the best location - Fifth Settlement
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","7,800,000","Down payment: EGP 6,500,000",EGP,3,3,165 Sq. M.,Apartment for Sale in Mountain View iCity New Cairo – Prime Location & Dual View
Apartment,"Madinaty, Cairo","10,045,000","Down payment: EGP 1,435,000",EGP,3,2,116 Sq. M.,Apartment 116m for sale resale in front of Services directly at the lowest over in Madinaty Talaat Mostafa
Apartment,"Castle Landmark, New Capital City, Cairo","5,855,000","Down payment: EGP 5,150,000",EGP,3,2,145 Sq. M.,"Apartment For sale in New capital Compound Castle Landmark, 3 bedroom VIP View Ready to move"
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","6,300,000","Down payment: EGP 4,400,000",EGP,3,3,175 Sq. M.,For sale ready to move apartment in 5th Settlement
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","24,840,000","Down payment: EGP 2,484,000",EGP,3,3,230 Sq. M.,For Sale ApartmentFully Finished10%Down Payment over7Years Next To The American University in CairoEl Patio Oro in New Cairo by La Vista Developments
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","23,220,000","Down payment: EGP 4,644,000",EGP,3,3,215 Sq. M.,For SaleApartment 20%Down Payment over 4Years Ready to move Next To The American University in CairoEl Patio Oro in New Cairo by La Vista Developments
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","17,230,000","Down payment: EGP 1,723,000",EGP,3,3,174 Sq. M.,For Sale Apartmen10%Down Payment over7Years Next To The American University in CairoEl Patio Oro in New Cairo by La Vista Developments
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","15,580,000","Down payment: EGP 1,558,000",EGP,3,3,164 Sq. M.,For Sale ApartmentFully Finished10%Down Payment over7Years Next To The American University in CairoEl Patio Oro in New Cairo by La Vista Developments
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","14,760,000","Down payment: EGP 2,952,000",EGP,3,3,164 Sq. M.,Apartment For Sale20%Down Payment over 4Years Ready to move Next To The American University in CairoEl Patio Oro in New Cairo by La Vista Developments
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","13,000,000","Down payment: EGP 1,300,000",EGP,3,3,120 Sq. M.,Apartment For Sale10%Down Payment over 7Years  Next To The American University in CairoEl Patio Oro in New Cairo by La Vista Developments
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","11,700,000","Down payment: EGP 2,340,000",EGP,3,3,120 Sq. M.,Apartment For Sale20%Down Payment over 4Years Ready to move Next To The American University in CairoEl Patio Oro in New Cairo by La Vista Developments
Apartment,"Degla Landmark Compound, Nasr City, Cairo","1,950,000",None,EGP,2,2,103 Sq. M.,"Apartment 103 m, immediate delivery, side facade, including maintenance"
Apartment,"Madinaty, Cairo","9,500,000",None,EGP,3,3,167 Sq. M.,Apartment 167 m for sale in Madinaty B10
Apartment,"District 5 Compound, 5th Settlement, New Cairo, Cairo","17,800,000","Down payment: EGP 8,900,000",EGP,3,4,188 Sq. M.,"Apartment 188 m for sale Very Special View in Compound District 5 ,New Cairo"
Apartment,"Valore Sheraton, Sheraton, Cairo","6,400,000","Down payment: EGP 640,000",EGP,1,1,69 Sq. M.,Apartment for sale ready to move fully finished
Apartment,"El Fostat, Cairo","5,000,000",None,EGP,3,2,150 Sq. M.,Apartment For Sale Ready To Move & Fully Finished In EL-Fustat
Apartment,"El Fostat, Cairo","4,000,000",None,EGP,2,2,125 Sq. M.,Apartment For Sale Ready To Move & Fully Finished In EL-Fustat
Apartment,"El Banafseg 1, 1st Settlement, New Cairo, Cairo","5,000,000",None,EGP,3,1,137 Sq. M.,Fully finished delivered Apartment 3 Bedrooms  1 Bathroom  Typical floor2 in Banafseg New Cairo
Apartment,"Madinaty, Cairo","5,700,000","Down payment: EGP 4,500,000",EGP,3,2,107 Sq. M.,"A very special opportunity, an apartment for sale with payment facilities over 13 years in Madinaty, 107 meters in B12, reservation in 2020, with services MADINATY."
Apartment,"Madinaty, Cairo","7,000,000","Down payment: EGP 3,500,000",EGP,2,2,100 Sq. M.,"An opportunity for immediate housing in the finest and latest phase in Madinaty B15, 100 sqm apartment with facilities over 7 years."
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","4,474,000",None,EGP,3,2,160 Sq. M.,*Your apartment is available for immediate delivery in the Complementary District    On North 90th Street and Suez Road
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","14,500,000","Down payment: EGP 1,450,000",EGP,3,3,170 Sq. M.,Apartment For Sale 170M Ready To Move in Mountain View iCity New Cairo
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","3,950,000",None,EGP,3,2,150 Sq. M.,"Ground Floor Apartment for Sale – New Lotus, New Cairo, Private Garden  ,Ready to move, Prime location"
Apartment,"1st Settlement, New Cairo, Cairo","11,750,000",None,EGP,4,3,420 Sq. M.,"Fully finished Apartment for Sale – First Settlement, Zone 10002, near Mostafa Kamel Axis ,Prime location , Ready to move"
Apartment,"Bloomfields, Mostakbal City, Cairo","5,900,000","Down payment: EGP 590,000",EGP,1,1,70 Sq. M.,ready to deliver apartment fully finished 10 years installments
Apartment,"L’Avenir, Mostakbal City, Cairo","5,000,000",None,EGP,3,3,160 Sq. M.,Own ground-floor apartment with a private garden in the heart of Mostakbal City – L'Avenir Compound by Sabbour Group
Apartment,"South 90 Street, 5th Settlement, New Cairo, Cairo","4,500,000",None,EGP,3,2,159 Sq. M.,"A great apartment in the Southern Investors, Fifth Settlement"
Apartment,"Dar Misr, 5th Settlement, New Cairo, Cairo","3,800,000",None,EGP,3,2,130 Sq. M.,A bargain apartment in Dar Misr Al Qarnful Compound. The apartment's price and area are bargains.
Apartment,"The Square Compound, 5th Settlement, New Cairo, Cairo","10,500,000",None,EGP,4,3,191 Sq. M.,Apartment with garden The Square - New Cairo
Apartment,"El Yasmeen 3, 1st Settlement, New Cairo, Cairo","7,750,000",None,EGP,3,3,200 Sq. M.,"A bargain apartment in a prime location in Yasmine Villas, first residence for quick sale."
Apartment,"Shorouk City, Cairo","3,800,000","Down payment: EGP 1,900,000",EGP,3,3,225 Sq. M.,opportunity apartment for sale with installments directly from owner ready to move prime location elshorouk city zone 2 east el shorouk city
Apartment,"Amorada Compound, 5th Settlement, New Cairo, Cairo","9,500,000",None,EGP,3,3,221 Sq. M.,"Apartment for sale, immediate delivery, fully finished, with air conditioners, furniture and appliances, in the Fifth Settlement"
Apartment,"Madinaty, Cairo","12,000,000",None,EGP,3,3,203 Sq. M.,"Super lux apartment for sale cash in Madinaty, 203m in B2 with a wide garden view and close to the club."
Apartment,"5th Settlement, New Cairo, Cairo","6,786,000","Down payment: EGP 1,700,000",EGP,3,2,158 Sq. M.,"Apartment for sale in a compound in the heart of the Fifth Settlement, 158 sqm, in the Golden Square area next to Hyde Park, with a down payment of 1,700 and installments over the longest repayment period of up to 12 years."
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,800,000","Down payment: EGP 3,120,000",EGP,3,2,147 Sq. M.,"147m apartment, immediate delivery, fully finished, super deluxe, in The Address East, Fifth Settlement, with an 8% cash discount"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,700,000","Down payment: EGP 3,080,000",EGP,3,2,145 Sq. M.,"145m apartment, immediate delivery, fully finished, super deluxe, in The Address East, Fifth Settlement, with an 8% cash discount"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,500,000","Down payment: EGP 3,000,000",EGP,3,2,140 Sq. M.,"140m apartment, immediate delivery, fully finished, super deluxe, in The Address East, Fifth Settlement, with an 8% cash discount"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,500,000","Down payment: EGP 3,000,000",EGP,2,1,121 Sq. M.,"Ground floor apartment immediate delivery with a garden, 121 m, fully finished, in The Address East, Fifth Settlement, with an 8% cash discount"
Apartment,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo","13,400,000","Down payment: EGP 670,000",EGP,3,3,155 Sq. M.,Ready To Move Apartment For Sale Over 8 Yrs Instalk=lments
Apartment,"Grand Valleys, New Capital City, Cairo","9,000,000",None,EGP,4,4,249 Sq. M.,Villa 251m Ready to move fully Finished extension 90 in Mountain View Grand valleys
Apartment,"EL Patio ORO Compound, 5th Settlement, New Cairo, Cairo","14,000,000",None,EGP,3,3,215 Sq. M.,Special price for huge apartment wz prime location
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","5,900,000",None,EGP,2,2,137 Sq. M.,Delivered apartment semi finished installment in taj city
Apartment,"Madinaty, Cairo","4,600,000",None,EGP,3,2,103 Sq. M.,Apartment 103 sqm for cash sale in Madinaty B6 - Model 30 - North View - Garden View and close to services.
Apartment,"New Capital City, Cairo","6,926,000","Down payment: EGP 692,600",EGP,2,3,142 Sq. M.,Apartment for sale ready to move prime location in New Capital
Apartment,"Sarai, Mostakbal City, Cairo","4,250,000","Down payment: EGP 425,000",EGP,Studio,1,81 Sq. M.,Studio for sale directly next to Madinaty with a down payment of 425 thousand
Apartment,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","11,900,000",None,EGP,3,3,160 Sq. M.,"Apartment forReady to move in Al Marasem, Fifth Settlement, with a 30% discount, fully finished with AC"
Apartment,"Century City Compound, 5th Settlement, New Cairo, Cairo","5,280,000","Down payment: EGP 1,056,000",EGP,2,2,86 Sq. M.,Receive your apartment now with super deluxe finishing in the most upscale compound (Century) Fifth Settlement. Delivery in one year. 86 square meters
Apartment,"Shorouk City, Cairo","5,125,000",None,EGP,2,2,135 Sq. M.,"Apartment for sale, immediate delivery (2 rooms + 2 bathrooms), ultra super deluxe finishing, in Shorouk City"
Apartment,"Bloomfields, Mostakbal City, Cairo","5,585,000","Down payment: EGP 558,500",EGP,1,1,70 Sq. M.,Invest or live in a community that is distinguished by owning an apartment with the best payment system in installments up to 10 years| Bloomfields
Apartment,"Sarai, Mostakbal City, Cairo","5,100,000",0% Down Payment,EGP,1,1,65 Sq. M.,"0% down payment and the rest in installments over 12 years | Own a fully finished apartment, wall by wall, in Madinaty, New Cairo | Sarai Compound"
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","12,600,000",0% Down Payment,EGP,3,3,155 Sq. M.,"The best OFFER, with 0%down payment and installments up to 12 years, own a prime location apartment in front of Cairo International Airport| Taj C"
Apartment,"Swan Lake Residences, 1st Settlement, New Cairo, Cairo","10,500,000",None,EGP,2,3,127 Sq. M.,"Fully finished Apartment for sale in Swan Lake residence, bua 127m, 2 bedrooms, 3 bathrooms, 2nd floor"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","9,100,000","Down payment: EGP 3,640,000",EGP,3,2,171 Sq. M.,"3 million, receive a finished apartment in the Fifth Settlement in The Address East Compound"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","9,900,000","Down payment: EGP 3,960,000",EGP,3,3,160 Sq. M.,READY to move apartment fully finished view swimming pool
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,700,000","Down payment: EGP 3,080,000",EGP,3,2,145 Sq. M.,"Immediate receipts, finished, for sale in installments, near the American University"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","8,851,000","Down payment: EGP 3,540,400",EGP,3,2,167 Sq. M.,"Immediate receipts, finished, limited, for sale in installments in the heart of the Fifth Settlement, The Address East project"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,420,000","Down payment: EGP 2,968,000",EGP,3,2,140 Sq. M.,"Apartment for immediate delivery, fully finished - The Address Compound - Fifth Settlement"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,500,000","Down payment: EGP 3,000,000",EGP,2,2,121 Sq. M.,Receive immediately a fully finished apartment with a 40% down payment in the best location - Fifth Settlement
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","7,800,000","Down payment: EGP 6,500,000",EGP,3,3,165 Sq. M.,Apartment for Sale in Mountain View iCity New Cairo – Prime Location & Dual View
Apartment,"Castle Landmark, New Capital City, Cairo","5,855,000","Down payment: EGP 5,150,000",EGP,3,2,145 Sq. M.,"Apartment For sale in New capital Compound Castle Landmark, 3 bedroom VIP View Ready to move"
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","6,300,000","Down payment: EGP 4,400,000",EGP,3,3,175 Sq. M.,For sale ready to move apartment in 5th Settlement
Apartment,"Madinaty, Cairo","9,500,000",None,EGP,3,3,200 Sq. M.,"Apartment 200m for sale in Madinaty, third floor, garden view, and a view of the stream, directly in front of services"
Apartment,"New Andalous, 5th Settlement, New Cairo, Cairo","6,100,000",None,EGP,4,3,196 Sq. M.,"Distinctive apartment for sale, immediate delivery in Al-Andalus 2"
Apartment,"Heliopolis, Cairo","3,600,000",None,EGP,3,2,140 Sq. M.,"Apartment for sale registered next to the Church of Saint Fatima and the aviation club, 140 sqm."
Apartment,"Nakheel Compound, 1st Settlement, New Cairo, Cairo","6,500,000",None,EGP,3,2,220 Sq. M.,Three bedroom apartment fully finished with open view
Apartment,"New Cairo, Cairo","3,400,000",None,EGP,2,2,125 Sq. M.,partment for Sale | Ready to move Own your dream home now with only 10% down payment and easy installments over 10 years. No waiting — move in right a
Apartment,"Madinaty, Cairo","5,750,000",None,EGP,3,2,135 Sq. M.,Own a Prime Apartment in the First Phases of Madinaty – B3 at a Commercial Price
Apartment,"Sarai, Mostakbal City, Cairo","6,040,000","Down payment: EGP 604,000",EGP,2,1,112 Sq. M.,"Apartment for sale 112 m in Sarai Compound, New Cairo, with a down payment of 604,000"
Apartment,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","12,330,000","Down payment: EGP 9,000,000",EGP,3,2,168 Sq. M.,Apartment for sale 168M in Compound Fifth Square -  Fully Finished -Ready to move - 5th Settlements - New cairo
Apartment,"Downtown Cairo, Cairo","2,000,000",None,EGP,2,1,120 Sq. M.,Apartment for sale at a bargain price in Laazoughli Square
Apartment,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo","16,545,000","Down payment: EGP 4,593,000",EGP,3,3,172 Sq. M.,Fully Finished Corner with Garden - Direct Lagoon - Delivery 2027
Apartment,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo","13,700,000",None,EGP,4,4,169 Sq. M.,Penthouses for sale in Mountain Hyde Park Prime Location Prime location with a view of the project's crystal lake
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","8,700,000","Down payment: EGP 3,480,000",EGP,3,2,140 Sq. M.,"140m apartment with garden, immediate delivery, fully finished, super deluxe, in The Address East, Fifth Settlement, with an 8% cash discount"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","9,100,000","Down payment: EGP 3,640,000",EGP,3,3,171 Sq. M.,"171m apartment, immediate delivery, fully finished, super deluxe, in The Address East, Fifth Settlement, with an 8% cash discount"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","8,800,000","Down payment: EGP 3,520,000",EGP,3,3,167 Sq. M.,"167m apartment, immediate delivery, fully finished, super deluxe, in The Address East, Fifth Settlement, with an 8% cash discount"
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","8,500,000","Down payment: EGP 3,400,000",EGP,3,3,160 Sq. M.,"160m apartment, immediate delivery, fully finished, super deluxe, in The Address East, Fifth Settlement, with an 8% cash discount"
Apartment,"Badr City, Cairo","1,300,000","Down payment: EGP 455,000",EGP,3,2,120 Sq. M.,"Apartment for sale in Badr City, the distinguished neighborhood, close to the administrative capital"
Apartment,"Badr City, Cairo","1,600,000","Down payment: EGP 560,000",EGP,3,2,120 Sq. M.,"Apartment for sale in Badr City, the distinguished neighborhood, close to Madinaty"
Apartment,"5th Settlement, New Cairo, Cairo","5,100,000",None,EGP,3,3,140 Sq. M.,Apartment for sale (immediate order) ultra super luxury finishing in the heart of the fifth settlement
Apartment,"Badr City, Cairo","1,250,000","Down payment: EGP 437,500",EGP,3,2,155 Sq. M.,"Apartment for sale in Badr City, distinguished neighborhood, close to Hyper"
Apartment,"El Yasmeen 1, 1st Settlement, New Cairo, Cairo","9,250,000",None,EGP,3,3,230 Sq. M.,Apartment - 3 bedrooms - Fully finished - very prime location - in El Yasmine - new cairo
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","3,200,000",None,EGP,3,2,150 Sq. M.,"Apartment for sale in Andalus (Safwat Al-Andalus) close to Hyde Park, minutes to the 90th Street, close to Mivida, minutes to the American University, 150m compound with full services and facilities."
Apartment,"The Waterway Compound, 5th Settlement, New Cairo, Cairo","15,962,000",None,EGP,2,2,171 Sq. M.,Prime location apartment for Sale 2 Bedrooms  2 Bathrooms  in Waterway W signature New Cairo
Apartment,"New Narges, 5th Settlement, New Cairo, Cairo","7,229,000","Down payment: EGP 3,614,500",EGP,4,3,213 Sq. M.,construction in progress apartment for sale in new nargs 213m open view with installments
Apartment,"Rock Vera Compound, 5th Settlement, New Cairo, Cairo","13,700,000","Down payment: EGP 2,800,000",EGP,3,3,198 Sq. M.,"apartment for sale in Rock Vera Compound, in the heart of New Cairo, Fifth Settlement area Near Future University and 90th Street"
Apartment,"Sarai, Mostakbal City, Cairo","4,500,000",None,EGP,3,2,164 Sq. M.,Apartment prime location in Sarai Mostakbal city
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","3,200,000",None,EGP,3,3,175 Sq. M.,"Ready-to-move apartment, 175 square meters, for EGP 3,200,000 near Carrefour Maadi."
Apartment,"Eastown Compound, 5th Settlement, New Cairo, Cairo","11,500,000",None,EGP,2,2,156 Sq. M.,Apartment in a Very prime location for sale
Apartment,"Rehab City Compound, New Cairo, Cairo","5,850,000",None,EGP,2,2,124 Sq. M.,"Super luxury apartment for sale in Al Rehab, Phase 5"
Apartment,"Degla Landmark Compound, Nasr City, Cairo","2,600,000",None,EGP,3,2,133 Sq. M.,Apartment with an external view of the Chinese university in Degla Landmark.
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","4,600,000",None,EGP,2,3,200 Sq. M.,Ultra super lux apartment For sale in  Al-Andalus _ New Cairo
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","9,890,000","Down payment: EGP 8,640,000",EGP,2,2,145 Sq. M.,Apartment for sale in Hyde Park New Cairo 145 M - Fully Finished ultra super modern with kitchen Capin and dressing - ready to move
Apartment,"VGK Compound, 5th Settlement, New Cairo, Cairo","14,400,000",None,EGP,3,2,200 Sq. M.,ground apartment with garden fully finished very rare unit for sale in vgk by palm hills new cairo
Apartment,"The Waterway Compound, 5th Settlement, New Cairo, Cairo","11,000,000",None,EGP,3,3,170 Sq. M.,"From Water Way, I own a fully finished apartment, direct, on the 90th Street, in front of the American University In installments | Fifth Settlement"
Apartment,"Stone Park Compound, Katameya, Cairo","7,000,000",0% Down Payment,EGP,1,1,87 Sq. M.,"With 0% down payment and installments over 8 years, own your apartment directly on Maadi Ring Road | Stone Park, New Cairo"
Apartment,"The Capital Way, New Capital City, Cairo","6,500,000",None,EGP,2,2,141 Sq. M.,Fully finished apartment with air conditioners from Waterway in installments in the most prestigious compound in the capital | The Capital Way
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","5,000,000",None,EGP,3,2,175 Sq. M.,شقة فاخرة جداً للبيع في القاهرة الجديدة
Apartment,"The Address East Compound, 5th Settlement, New Cairo, Cairo","7,700,000",None,EGP,3,2,145 Sq. M.,Apartment 3rd floor fully furnished in the address east
Apartment,"L’Avenir, Mostakbal City, Cairo","5,000,000",None,EGP,3,2,120 Sq. M.,Ground Apartment with garden in L’avenir New cairo
Apartment,"Zahraa Al Maadi, Cairo","4,200,000","Down payment: EGP 2,310,000",EGP,2,2,127 Sq. M.,"Own your apartment in Zahraa Maadi next to Nader Wadi Degla on the main street, immediate Islam."
Apartment,"Sarai, Mostakbal City, Cairo","4,250,000","Down payment: EGP 425,000",EGP,Studio,1,81 Sq. M.,Studio for sale directly next to Madinaty with a down payment of 425 thousand
Apartment,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo","11,900,000",None,EGP,3,3,160 Sq. M.,"Apartment forReady to move in Al Marasem, Fifth Settlement, with a 30% discount, fully finished with AC"
Apartment,"Century City Compound, 5th Settlement, New Cairo, Cairo","5,280,000","Down payment: EGP 1,056,000",EGP,2,2,86 Sq. M.,Receive your apartment now with super deluxe finishing in the most upscale compound (Century) Fifth Settlement. Delivery in one year. 86 square meters
Apartment,"Shorouk City, Cairo","5,125,000",None,EGP,2,2,135 Sq. M.,"Apartment for sale, immediate delivery (2 rooms + 2 bathrooms), ultra super deluxe finishing, in Shorouk City"
Apartment,"Bloomfields, Mostakbal City, Cairo","5,585,000","Down payment: EGP 558,500",EGP,1,1,70 Sq. M.,Invest or live in a community that is distinguished by owning an apartment with the best payment system in installments up to 10 years| Bloomfields
Apartment,"Sarai, Mostakbal City, Cairo","5,100,000",0% Down Payment,EGP,1,1,65 Sq. M.,"0% down payment and the rest in installments over 12 years | Own a fully finished apartment, wall by wall, in Madinaty, New Cairo | Sarai Compound"
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","12,600,000",0% Down Payment,EGP,3,3,155 Sq. M.,"The best OFFER, with 0%down payment and installments up to 12 years, own a prime location apartment in front of Cairo International Airport| Taj C"
Apartment,"Swan Lake Residences, 1st Settlement, New Cairo, Cairo","10,500,000",None,EGP,2,3,127 Sq. M.,"Fully finished Apartment for sale in Swan Lake residence, bua 127m, 2 bedrooms, 3 bathrooms, 2nd floor"
Apartment,"Madinaty, Cairo","7,700,000",None,EGP,3,2,143 Sq. M.,"Apartmen143 m for sale in Madinaty, Phase 8, Group 83, second floor, sea view, including a private garage, Talaat Mostafa"
Apartment,"Madinaty, Cairo","5,430,000","Down payment: EGP 4,500,000",EGP,3,2,107 Sq. M.,Apartment for sale in Madinaty 107m in B12 snapshot of the speed of sale role Talen View Garden and sale next to services directly
Apartment,"Almazah, Cairo","5,500,000",None,EGP,3,2,167 Sq. M.,Appartment in masr el gedida very prime location for sale
Apartment,"Century City Compound, 5th Settlement, New Cairo, Cairo","10,500,000","Down payment: EGP 2,100,000",EGP,4,4,191 Sq. M.,Receive your apartment now with super deluxe finishing in the most upscale compound (Century) Fifth Settlement. Delivery in one year. 191 square meter
Apartment,"Century City Compound, 5th Settlement, New Cairo, Cairo","5,150,000","Down payment: EGP 1,030,000",EGP,2,2,103 Sq. M.,"Receive your apartment now with super deluxe finishing in the most upscale compound (Century) Fifth Settlement. Delivery in one year, 103 square meter"
